nrpess,segmento,cluster_engajamento,saldo_medio_conta,gasto_cartao_mes,freq_pix_mes,freq_boletos_mes,prob_organica_base
nrpess_014532,Varejo,Baixo Engajamento,1518.66,189.44,2,1,0.095
nrpess_014533,Varejo,Muito Engajado,428.13,3327.41,14,6,0.673
nrpess_014534,Especial,Moderado,10494.25,1925.61,10,2,0.378
nrpess_014535,Varejo,Moderado,1054.69,1469.08,9,1,0.302
nrpess_014536,Especial,Moderado,10467.37,1752.14,5,7,0.449
nrpess_014537,Varejo,Moderado,769.38,1022.81,9,2,0.331
nrpess_014538,Select,Moderado,29176.29,1506.75,6,2,0.268
nrpess_014539,Varejo,Muito Engajado,1596.08,3220.71,21,7,0.886
nrpess_014540,Varejo,Muito Engajado,1238.71,2763.39,28,6,0.95
nrpess_014541,Especial,Muito Engajado,8715.32,1063.3,27,3,0.822
nrpess_014542,Varejo,Baixo Engajamento,2054.27,940.18,2,1,0.114
nrpess_014543,Varejo,Moderado,1030.33,1655.22,5,4,0.326
nrpess_014544,Varejo,Moderado,2432.55,2375.75,7,1,0.274
nrpess_014545,Varejo,Moderado,1805.78,2398.49,7,0,0.235
nrpess_014546,Especial,Baixo Engajamento,8812.13,616.39,0,1,0.055
nrpess_014547,Especial,Muito Engajado,9949.97,2338.89,15,3,0.553
nrpess_014548,Especial,Muito Engajado,10826.63,3335.67,22,7,0.913
nrpess_014549,Especial,Moderado,6419.97,1467.48,7,2,0.292
nrpess_014550,Varejo,Baixo Engajamento,1743.01,760.42,2,1,0.109
nrpess_014551,Varejo,Moderado,2463.66,1593.8,5,3,0.285
nrpess_014552,Especial,Moderado,5716.64,2255.43,6,7,0.486
nrpess_014553,Select,Moderado,18011.62,1051.37,10,3,0.396
nrpess_014554,Varejo,Baixo Engajamento,2024.26,499.15,0,1,0.052
nrpess_014555,Varejo,Moderado,1721.92,1257.32,9,2,0.336
nrpess_014556,Varejo,Moderado,1756.51,1177.9,4,5,0.329
nrpess_014557,Especial,Moderado,10566.95,1541.82,6,2,0.269
nrpess_014558,Especial,Baixo Engajamento,6537.19,607.24,3,1,0.13
nrpess_014559,Varejo,Moderado,4296.95,2566.72,5,1,0.229
nrpess_014560,Especial,Moderado,12300.32,1698.9,7,3,0.337
nrpess_014561,Varejo,Muito Engajado,1954.61,4475.19,16,7,0.792
nrpess_014562,Varejo,Moderado,1183.15,1969.64,10,4,0.459
nrpess_014563,Select,Moderado,20464.94,1435.77,5,4,0.321
nrpess_014564,Varejo,Muito Engajado,3198.47,2282.66,18,5,0.707
nrpess_014565,Varejo,Baixo Engajamento,3010.83,148.52,1,1,0.069
nrpess_014566,Private,Moderado,144316.95,1994.08,9,2,0.355
nrpess_014567,Select,Moderado,35551.37,2843.7,14,3,0.541
nrpess_014568,Especial,Baixo Engajamento,5597.68,797.74,2,1,0.11
nrpess_014569,Varejo,Muito Engajado,1449.08,2849.44,29,5,0.95
nrpess_014570,Varejo,Moderado,1881.58,2321.76,10,3,0.428
nrpess_014571,Select,Moderado,26185.67,2431.93,9,2,0.366
nrpess_014572,Especial,Baixo Engajamento,8958.72,763.82,4,0,0.119
nrpess_014573,Select,Baixo Engajamento,19358.67,413.82,1,0,0.05
nrpess_014574,Varejo,Moderado,3596.7,1768.21,7,1,0.259
nrpess_014575,Varejo,Moderado,2168.48,1109.64,4,3,0.248
nrpess_014576,Private,Moderado,116902.11,1138.5,13,3,0.473
nrpess_014577,Especial,Baixo Engajamento,9381.97,476.61,4,1,0.152
nrpess_014578,Varejo,Muito Engajado,2419.77,2392.15,16,3,0.58
nrpess_014579,Varejo,Baixo Engajamento,229.53,571.44,6,0,0.164
nrpess_014580,Varejo,Moderado,1671.94,1341.86,5,1,0.199
nrpess_014581,Varejo,Muito Engajado,1287.8,2796.43,22,5,0.82
nrpess_014582,Varejo,Muito Engajado,1440.85,3795.33,19,2,0.65
nrpess_014583,Varejo,Muito Engajado,2756.23,2680.84,23,8,0.95
nrpess_014584,Especial,Baixo Engajamento,6766.24,721.87,4,1,0.158
nrpess_014585,Varejo,Baixo Engajamento,4053.36,857.77,1,0,0.05
nrpess_014586,Private,Moderado,89920.91,578.65,7,0,0.189
nrpess_014587,Varejo,Moderado,2640.13,520.08,7,1,0.228
nrpess_014588,Especial,Moderado,8636.85,1024.74,10,2,0.356
nrpess_014589,Varejo,Baixo Engajamento,543.49,797.41,6,0,0.17
nrpess_014590,Especial,Baixo Engajamento,6411.28,518.43,1,0,0.05
nrpess_014591,Private,Muito Engajado,63789.48,4035.29,20,5,0.801
nrpess_014592,Select,Moderado,29150.45,1924.41,7,5,0.423
nrpess_014593,Especial,Moderado,7691.42,1412.09,4,2,0.215
nrpess_014594,Varejo,Baixo Engajamento,13.66,594.58,3,1,0.13
nrpess_014595,Select,Moderado,35987.23,1870.24,5,3,0.292
nrpess_014596,Select,Baixo Engajamento,19361.35,947.2,1,0,0.05
nrpess_014597,Private,Baixo Engajamento,97538.09,1219.88,1,2,0.135
nrpess_014598,Varejo,Moderado,2167.76,1801.48,9,5,0.47
nrpess_014599,Private,Baixo Engajamento,83762.16,458.24,3,1,0.126
nrpess_014600,Varejo,Moderado,855.93,1755.88,8,7,0.524
nrpess_014601,Varejo,Moderado,2641.47,795.62,15,2,0.475
nrpess_014602,Varejo,Baixo Engajamento,1306.14,897.43,4,1,0.162
nrpess_014603,Varejo,Muito Engajado,779.97,4708.74,15,6,0.733
nrpess_014604,Especial,Moderado,7353.42,2943.99,8,4,0.434
nrpess_014605,Select,Moderado,21274.39,2085.49,10,5,0.502
nrpess_014606,Especial,Moderado,8846.27,2358.22,8,9,0.619
nrpess_014607,Especial,Baixo Engajamento,8351.66,782.62,1,2,0.125
nrpess_014608,Especial,Baixo Engajamento,10402.55,697.78,3,1,0.132
nrpess_014609,Especial,Moderado,8500.93,2821.01,6,5,0.421
nrpess_014610,Varejo,Moderado,2688.23,2312.04,6,1,0.248
nrpess_014611,Select,Moderado,26607.12,2010.78,14,5,0.6
nrpess_014612,Especial,Moderado,7435.62,2471.83,7,2,0.317
nrpess_014613,Especial,Muito Engajado,7858.93,4146.82,21,1,0.669
nrpess_014614,Especial,Moderado,7916.32,2558.76,7,7,0.519
nrpess_014615,Select,Moderado,33029.19,2324.76,11,2,0.413
nrpess_014616,Varejo,Muito Engajado,3074.34,4161.95,17,8,0.849
nrpess_014617,Varejo,Baixo Engajamento,1993.71,972.74,2,2,0.154
nrpess_014618,Especial,Moderado,12492.52,1897.84,13,2,0.452
nrpess_014619,Varejo,Muito Engajado,690.32,1726.63,17,4,0.628
nrpess_014620,Select,Moderado,21639.16,1959.11,7,3,0.344
nrpess_014621,Varejo,Muito Engajado,2149.22,2866.14,17,4,0.657
nrpess_014622,Varejo,Moderado,1758.96,1729.42,9,5,0.468
nrpess_014623,Select,Baixo Engajamento,24099.97,1170.76,1,1,0.094
nrpess_014624,Varejo,Baixo Engajamento,603.95,768.61,2,0,0.069
nrpess_014625,Especial,Moderado,5947.55,1854.04,12,0,0.346
nrpess_014626,Varejo,Baixo Engajamento,515.87,713.18,2,2,0.148
nrpess_014627,Varejo,Muito Engajado,2299.19,4293.67,24,7,0.95
nrpess_014628,Especial,Muito Engajado,8219.77,3526.46,14,5,0.638
nrpess_014629,Varejo,Muito Engajado,2061.14,3880.47,19,8,0.892
nrpess_014630,Select,Muito Engajado,7123.52,5386.4,21,3,0.78
nrpess_014631,Especial,Moderado,6584.17,1842.78,8,0,0.246
nrpess_014632,Varejo,Baixo Engajamento,2184.89,655.25,3,0,0.091
nrpess_014633,Especial,Muito Engajado,1429.83,2933.75,19,5,0.748
nrpess_014634,Especial,Moderado,5330.38,1392.51,5,5,0.36
nrpess_014635,Varejo,Moderado,2930.27,1530.01,2,2,0.168
nrpess_014636,Varejo,Moderado,1313.45,935.42,6,2,0.253
nrpess_014637,Varejo,Moderado,785.47,1581.17,8,4,0.4
nrpess_014638,Especial,Moderado,9485.68,2594.83,5,6,0.43
nrpess_014639,Especial,Muito Engajado,10690.53,2725.02,19,7,0.823
nrpess_014640,Especial,Moderado,6695.6,1121.55,10,0,0.278
nrpess_014641,Especial,Muito Engajado,5926.65,3550.55,13,3,0.534
nrpess_014642,Especial,Moderado,10939.84,1910.15,6,0,0.198
nrpess_014643,Especial,Moderado,8181.54,1426.99,11,4,0.471
nrpess_014644,Especial,Moderado,7447.84,1835.84,12,2,0.426
nrpess_014645,Varejo,Moderado,885.66,1925.68,3,5,0.323
nrpess_014646,Select,Moderado,25200.04,1800.86,11,1,0.36
nrpess_014647,Especial,Moderado,7443.72,1755.32,6,8,0.514
nrpess_014648,Select,Moderado,14056.26,2681.84,9,3,0.412
nrpess_014649,Especial,Moderado,9450.96,1888.32,5,2,0.252
nrpess_014650,Varejo,Baixo Engajamento,1727.23,373.67,4,0,0.109
nrpess_014651,Especial,Baixo Engajamento,5468.96,734.59,1,1,0.083
nrpess_014652,Varejo,Moderado,3219.78,1769.99,6,3,0.314
nrpess_014653,Especial,Muito Engajado,12057.11,2899.51,14,15,0.95
nrpess_014654,Varejo,Moderado,1812.22,2306.71,6,2,0.288
nrpess_014655,Select,Muito Engajado,42527.84,3373.73,17,6,0.749
nrpess_014656,Especial,Moderado,6304.73,1230.4,12,0,0.331
nrpess_014657,Especial,Muito Engajado,6545.11,4215.3,15,8,0.8
nrpess_014658,Varejo,Moderado,873.27,1767.61,9,0,0.269
nrpess_014659,Private,Muito Engajado,106859.04,4873.01,13,9,0.807
nrpess_014660,Select,Baixo Engajamento,30648.8,999.25,0,0,0.05
nrpess_014661,Especial,Muito Engajado,5069.53,3940.55,12,5,0.599
nrpess_014662,Varejo,Moderado,1514.81,1089.14,9,8,0.572
nrpess_014663,Especial,Baixo Engajamento,10449.69,683.03,2,2,0.147
nrpess_014664,Varejo,Muito Engajado,1497.94,3621.15,18,3,0.661
nrpess_014665,Especial,Baixo Engajamento,6013.22,639.69,3,1,0.131
nrpess_014666,Varejo,Moderado,831.14,2340.91,6,2,0.289
nrpess_014667,Especial,Baixo Engajamento,8106.19,540.6,3,3,0.209
nrpess_014668,Especial,Baixo Engajamento,7687.85,598.26,4,1,0.155
nrpess_014669,Varejo,Muito Engajado,1315.16,3315.83,17,4,0.668
nrpess_014670,Varejo,Baixo Engajamento,2738.24,159.83,1,1,0.069
nrpess_014671,Select,Muito Engajado,35707.69,4291.0,12,9,0.767
nrpess_014672,Varejo,Muito Engajado,2577.98,3173.11,24,7,0.95
nrpess_014673,Especial,Muito Engajado,14687.18,3022.7,26,8,0.95
nrpess_014674,Varejo,Muito Engajado,3149.64,4209.79,22,5,0.855
nrpess_014675,Varejo,Moderado,2080.39,2014.73,8,2,0.33
nrpess_014676,Varejo,Moderado,1237.2,1811.89,7,3,0.34
nrpess_014677,Especial,Baixo Engajamento,8549.83,810.82,4,0,0.12
nrpess_014678,Varejo,Moderado,1207.25,1815.54,6,1,0.235
nrpess_014679,Select,Baixo Engajamento,32653.11,777.23,1,0,0.05
nrpess_014680,Especial,Muito Engajado,5809.24,4743.1,20,6,0.859
nrpess_014681,Varejo,Muito Engajado,1949.25,3389.74,16,7,0.765
nrpess_014682,Especial,Moderado,11643.05,1313.33,6,3,0.303
nrpess_014683,Varejo,Baixo Engajamento,2006.2,537.37,3,0,0.088
nrpess_014684,Especial,Baixo Engajamento,7133.45,586.42,2,0,0.065
nrpess_014685,Varejo,Moderado,1025.08,1641.44,3,5,0.316
nrpess_014686,Varejo,Moderado,937.09,297.67,9,0,0.232
nrpess_014687,Especial,Muito Engajado,6896.76,5085.11,30,8,0.95
nrpess_014688,Select,Moderado,20907.5,2901.5,12,3,0.493
nrpess_014689,Varejo,Moderado,2157.42,2144.98,7,3,0.349
nrpess_014690,Select,Moderado,43069.89,1714.29,8,2,0.323
nrpess_014691,Varejo,Moderado,405.19,1392.35,8,2,0.315
nrpess_014692,Select,Moderado,34100.34,950.99,8,3,0.344
nrpess_014693,Especial,Moderado,10509.89,2244.3,5,6,0.421
nrpess_014694,Varejo,Moderado,1685.9,2012.71,11,3,0.445
nrpess_014695,Varejo,Moderado,1454.25,1182.51,5,2,0.235
nrpess_014696,Varejo,Muito Engajado,2026.26,2977.09,16,1,0.514
nrpess_014697,Varejo,Muito Engajado,1625.17,2460.21,8,4,0.422
nrpess_014698,Varejo,Baixo Engajamento,869.73,326.18,3,1,0.123
nrpess_014699,Especial,Moderado,6017.54,1654.04,13,4,0.526
nrpess_014700,Private,Baixo Engajamento,83379.32,737.96,0,2,0.098
nrpess_014701,Varejo,Muito Engajado,592.22,4328.71,19,7,0.863
nrpess_014702,Especial,Baixo Engajamento,12826.32,428.5,4,0,0.111
nrpess_014703,Especial,Muito Engajado,7768.11,3244.25,27,5,0.95
nrpess_014704,Select,Baixo Engajamento,25484.06,50.0,0,5,0.201
nrpess_014705,Especial,Moderado,9008.22,2355.42,9,2,0.364
nrpess_014706,Especial,Muito Engajado,6975.03,2818.93,20,5,0.77
nrpess_014707,Varejo,Moderado,469.36,1828.92,5,0,0.171
nrpess_014708,Varejo,Muito Engajado,1167.05,5383.34,17,4,0.72
nrpess_014709,Varejo,Moderado,2043.15,1045.26,8,0,0.226
nrpess_014710,Varejo,Baixo Engajamento,1288.92,748.23,0,1,0.059
nrpess_014711,Varejo,Moderado,1533.12,1313.61,14,0,0.383
nrpess_014712,Especial,Moderado,8597.95,1522.3,7,2,0.293
nrpess_014713,Varejo,Baixo Engajamento,967.56,151.76,2,0,0.054
nrpess_014714,Especial,Moderado,7204.29,1168.61,5,1,0.194
nrpess_014715,Varejo,Moderado,1791.74,2276.39,13,1,0.422
nrpess_014716,Select,Baixo Engajamento,22264.9,795.71,3,2,0.175
nrpess_014717,Select,Muito Engajado,11560.07,4638.83,16,5,0.716
nrpess_014718,Varejo,Moderado,1662.78,642.41,8,4,0.376
nrpess_014719,Varejo,Baixo Engajamento,1038.86,728.22,2,1,0.108
nrpess_014720,Especial,Muito Engajado,7924.91,3803.56,16,7,0.775
nrpess_014721,Varejo,Moderado,1530.96,2478.47,3,4,0.297
nrpess_014722,Varejo,Moderado,2769.4,1518.04,7,1,0.253
nrpess_014723,Varejo,Muito Engajado,2562.93,2799.67,16,12,0.95
nrpess_014724,Select,Moderado,27342.05,1547.59,16,4,0.599
nrpess_014725,Select,Baixo Engajamento,37359.33,694.24,0,0,0.05
nrpess_014726,Especial,Baixo Engajamento,8552.83,869.29,4,0,0.122
nrpess_014727,Especial,Muito Engajado,10052.52,2999.91,17,6,0.74
nrpess_014728,Select,Muito Engajado,14148.75,3523.72,17,5,0.713
nrpess_014729,Select,Moderado,28549.17,1618.22,5,4,0.325
nrpess_014730,Private,Moderado,60698.54,2093.59,10,6,0.542
nrpess_014731,Varejo,Baixo Engajamento,3157.03,359.86,4,0,0.109
nrpess_014732,Varejo,Baixo Engajamento,2379.17,293.83,1,1,0.072
nrpess_014733,Especial,Baixo Engajamento,1565.01,567.78,2,0,0.064
nrpess_014734,Especial,Moderado,6382.46,1124.08,8,2,0.308
nrpess_014735,Varejo,Muito Engajado,3417.36,2664.73,19,7,0.822
nrpess_014736,Varejo,Muito Engajado,3202.98,2823.82,22,6,0.861
nrpess_014737,Select,Moderado,32354.48,1890.91,4,4,0.307
nrpess_014738,Select,Moderado,35074.63,1933.6,7,4,0.383
nrpess_014739,Varejo,Baixo Engajamento,2450.57,458.91,1,0,0.05
nrpess_014740,Select,Moderado,9772.72,1308.49,8,2,0.313
nrpess_014741,Especial,Muito Engajado,10225.65,4075.76,14,2,0.532
nrpess_014742,Select,Moderado,22231.95,1832.29,6,3,0.316
nrpess_014743,Varejo,Baixo Engajamento,2118.02,638.49,2,1,0.106
nrpess_014744,Varejo,Baixo Engajamento,3348.48,1045.3,2,0,0.076
nrpess_014745,Varejo,Muito Engajado,3201.09,4133.07,19,7,0.858
nrpess_014746,Varejo,Baixo Engajamento,4348.79,780.76,3,1,0.135
nrpess_014747,Especial,Moderado,10431.5,2179.56,9,4,0.439
nrpess_014748,Varejo,Moderado,1970.52,2693.09,12,5,0.567
nrpess_014749,Private,Moderado,90391.85,1215.9,5,4,0.315
nrpess_014750,Varejo,Moderado,2870.74,2229.13,7,4,0.391
nrpess_014751,Varejo,Moderado,1763.71,1500.58,9,3,0.383
nrpess_014752,Especial,Moderado,9507.29,864.28,9,2,0.327
nrpess_014753,Especial,Moderado,11033.5,2263.54,6,3,0.327
nrpess_014754,Varejo,Muito Engajado,1288.27,2266.88,18,5,0.707
nrpess_014755,Especial,Moderado,8879.33,2855.56,5,4,0.356
nrpess_014756,Especial,Baixo Engajamento,9221.47,672.87,2,0,0.067
nrpess_014757,Especial,Moderado,11460.04,1077.81,8,2,0.307
nrpess_014758,Especial,Moderado,11600.41,1696.32,11,1,0.357
nrpess_014759,Varejo,Muito Engajado,1839.57,2610.61,22,3,0.735
nrpess_014760,Especial,Muito Engajado,10207.43,1956.31,15,6,0.664
nrpess_014761,Select,Moderado,11420.77,1787.77,8,1,0.285
nrpess_014762,Varejo,Muito Engajado,2188.31,3163.29,18,6,0.769
nrpess_014763,Varejo,Moderado,1451.14,2115.24,8,2,0.333
nrpess_014764,Select,Baixo Engajamento,20615.44,644.02,1,1,0.081
nrpess_014765,Varejo,Moderado,2520.3,2251.95,2,3,0.226
nrpess_014766,Varejo,Baixo Engajamento,1807.38,437.94,1,2,0.116
nrpess_014767,Private,Moderado,73556.54,2144.48,11,1,0.369
nrpess_014768,Varejo,Muito Engajado,1974.23,4238.35,16,7,0.786
nrpess_014769,Varejo,Moderado,1523.02,1941.8,11,3,0.444
nrpess_014770,Select,Muito Engajado,26042.62,4457.98,14,3,0.581
nrpess_014771,Select,Moderado,24338.06,1977.1,6,6,0.439
nrpess_014772,Varejo,Muito Engajado,2064.78,3922.5,14,8,0.768
nrpess_014773,Especial,Moderado,6634.74,2044.97,11,1,0.366
nrpess_014774,Select,Moderado,29475.89,1208.81,9,6,0.495
nrpess_014775,Especial,Muito Engajado,8148.81,2809.81,15,6,0.685
nrpess_014776,Varejo,Muito Engajado,478.77,2674.72,11,6,0.582
nrpess_014777,Varejo,Moderado,956.46,2196.56,13,3,0.5
nrpess_014778,Varejo,Moderado,2455.25,1802.38,10,4,0.455
nrpess_014779,Select,Baixo Engajamento,26881.6,649.72,0,0,0.05
nrpess_014780,Select,Muito Engajado,28025.26,3105.07,18,6,0.768
nrpess_014781,Select,Moderado,26204.55,1746.23,10,3,0.414
nrpess_014782,Select,Moderado,21202.4,1403.57,9,2,0.34
nrpess_014783,Especial,Moderado,9825.67,1620.03,7,5,0.416
nrpess_014784,Varejo,Moderado,876.72,2305.34,6,1,0.248
nrpess_014785,Especial,Moderado,6315.33,1000.18,2,8,0.395
nrpess_014786,Especial,Baixo Engajamento,10534.33,386.39,1,0,0.05
nrpess_014787,Especial,Moderado,7555.04,2030.66,9,8,0.596
nrpess_014788,Varejo,Muito Engajado,384.46,3536.44,16,4,0.648
nrpess_014789,Select,Moderado,22374.76,763.17,8,2,0.299
nrpess_014790,Varejo,Moderado,995.57,2094.75,10,3,0.422
nrpess_014791,Varejo,Moderado,1522.64,1926.35,10,6,0.538
nrpess_014792,Especial,Muito Engajado,9804.29,2073.44,28,2,0.832
nrpess_014793,Especial,Muito Engajado,9750.26,3237.08,20,6,0.821
nrpess_014794,Varejo,Moderado,2760.95,745.98,6,3,0.289
nrpess_014795,Select,Muito Engajado,28119.58,3752.93,21,10,0.95
nrpess_014796,Varejo,Moderado,2511.34,2311.21,12,3,0.478
nrpess_014797,Varejo,Moderado,1929.23,987.29,9,2,0.33
nrpess_014798,Varejo,Baixo Engajamento,1962.85,500.91,0,1,0.053
nrpess_014799,Especial,Moderado,5261.27,1962.7,3,4,0.284
nrpess_014800,Private,Moderado,88536.81,735.06,12,3,0.438
nrpess_014801,Select,Moderado,25018.89,2348.44,10,3,0.429
nrpess_014802,Select,Baixo Engajamento,28031.56,704.61,2,3,0.188
nrpess_014803,Varejo,Moderado,2159.09,2589.23,8,1,0.305
nrpess_014804,Varejo,Moderado,2880.0,2087.04,7,2,0.307
nrpess_014805,Especial,Muito Engajado,2839.64,3849.62,24,6,0.936
nrpess_014806,Varejo,Moderado,1760.47,2306.36,5,3,0.303
nrpess_014807,Select,Muito Engajado,29294.68,4292.71,17,2,0.612
nrpess_014808,Especial,Moderado,5667.56,820.46,9,5,0.446
nrpess_014809,Private,Moderado,125157.72,947.52,2,2,0.154
nrpess_014810,Varejo,Baixo Engajamento,2020.28,838.75,1,1,0.086
nrpess_014811,Varejo,Baixo Engajamento,1087.57,814.61,3,2,0.175
nrpess_014812,Especial,Moderado,6839.2,2629.82,5,3,0.311
nrpess_014813,Varejo,Moderado,2595.16,1304.62,8,3,0.353
nrpess_014814,Especial,Baixo Engajamento,8385.54,186.07,2,0,0.055
nrpess_014815,Varejo,Baixo Engajamento,2533.4,1068.49,1,1,0.092
nrpess_014816,Varejo,Baixo Engajamento,3235.54,248.42,5,1,0.171
nrpess_014817,Varejo,Moderado,1447.79,2374.66,6,3,0.329
nrpess_014818,Varejo,Muito Engajado,3067.23,2729.08,15,8,0.763
nrpess_014819,Especial,Muito Engajado,8900.2,1084.73,15,6,0.642
nrpess_014820,Varejo,Baixo Engajamento,1886.82,524.84,1,1,0.078
nrpess_014821,Varejo,Muito Engajado,3325.19,4098.35,17,9,0.887
nrpess_014822,Varejo,Moderado,718.27,1309.74,7,3,0.328
nrpess_014823,Varejo,Moderado,2839.05,2815.9,5,4,0.355
nrpess_014824,Varejo,Muito Engajado,1242.35,5389.83,14,9,0.845
nrpess_014825,Varejo,Baixo Engajamento,1781.22,879.84,4,2,0.202
nrpess_014826,Especial,Moderado,7219.3,1358.89,6,3,0.304
nrpess_014827,Especial,Muito Engajado,13151.54,4100.4,16,9,0.863
nrpess_014828,Especial,Baixo Engajamento,7440.89,435.86,3,0,0.086
nrpess_014829,Select,Moderado,17804.91,1148.74,9,3,0.374
nrpess_014830,Varejo,Baixo Engajamento,553.9,792.27,1,1,0.085
nrpess_014831,Especial,Moderado,11789.54,2242.82,10,4,0.466
nrpess_014832,Select,Moderado,22324.77,1520.33,9,2,0.343
nrpess_014833,Varejo,Muito Engajado,1051.56,2835.98,16,5,0.671
nrpess_014834,Especial,Moderado,8267.98,2700.1,13,5,0.593
nrpess_014835,Varejo,Moderado,391.34,2111.89,16,3,0.573
nrpess_014836,Varejo,Baixo Engajamento,770.09,478.51,3,1,0.127
nrpess_014837,Especial,Muito Engajado,10441.09,4021.28,16,5,0.701
nrpess_014838,Varejo,Moderado,2121.61,879.38,6,2,0.252
nrpess_014839,Varejo,Baixo Engajamento,3107.12,523.25,3,1,0.128
nrpess_014840,Varejo,Moderado,2095.46,1664.53,12,2,0.422
nrpess_014841,Varejo,Moderado,855.46,3077.43,12,2,0.457
nrpess_014842,Varejo,Moderado,2393.73,2303.25,11,3,0.453
nrpess_014843,Especial,Muito Engajado,8607.12,3570.59,12,9,0.749
nrpess_014844,Especial,Muito Engajado,6446.59,4595.45,17,8,0.86
nrpess_014845,Especial,Baixo Engajamento,8963.05,654.46,1,1,0.081
nrpess_014846,Varejo,Moderado,1524.26,923.84,6,7,0.453
nrpess_014847,Private,Moderado,82262.79,1095.31,9,4,0.412
nrpess_014848,Especial,Moderado,6923.49,2027.66,10,2,0.381
nrpess_014849,Varejo,Muito Engajado,936.8,4472.88,14,3,0.582
nrpess_014850,Select,Moderado,4955.47,1951.12,9,0,0.274
nrpess_014851,Especial,Moderado,10187.71,2602.65,6,4,0.375
nrpess_014852,Especial,Baixo Engajamento,12844.73,1004.9,3,3,0.22
nrpess_014853,Varejo,Moderado,2891.34,1615.21,14,4,0.55
nrpess_014854,Varejo,Muito Engajado,1421.66,3643.99,19,8,0.886
nrpess_014855,Select,Baixo Engajamento,29647.64,1214.98,2,0,0.08
nrpess_014856,Especial,Moderado,12779.55,1063.47,10,5,0.477
nrpess_014857,Especial,Moderado,11434.41,2481.54,9,4,0.447
nrpess_014858,Especial,Baixo Engajamento,6881.38,376.13,2,1,0.099
nrpess_014859,Select,Moderado,17877.75,1554.86,7,1,0.254
nrpess_014860,Varejo,Moderado,3207.94,1920.62,2,2,0.178
nrpess_014861,Especial,Muito Engajado,8879.57,4329.13,20,8,0.928
nrpess_014862,Varejo,Baixo Engajamento,4471.99,245.28,3,0,0.081
nrpess_014863,Especial,Muito Engajado,7132.32,3589.63,14,7,0.72
nrpess_014864,Especial,Baixo Engajamento,10051.92,725.09,3,2,0.173
nrpess_014865,Varejo,Muito Engajado,1864.87,4020.16,16,4,0.661
nrpess_014866,Especial,Baixo Engajamento,6322.99,426.78,0,0,0.05
nrpess_014867,Varejo,Moderado,374.09,1569.73,6,2,0.269
nrpess_014868,Varejo,Muito Engajado,2972.26,2564.89,24,11,0.95
nrpess_014869,Varejo,Moderado,1406.08,2325.79,4,3,0.278
nrpess_014870,Varejo,Muito Engajado,1820.24,4781.81,18,10,0.95
nrpess_014871,Varejo,Muito Engajado,2167.98,3226.49,22,9,0.95
nrpess_014872,Varejo,Muito Engajado,506.78,4339.42,22,3,0.778
nrpess_014873,Especial,Baixo Engajamento,8225.84,717.09,0,0,0.05
nrpess_014874,Especial,Muito Engajado,6691.23,3252.19,19,6,0.796
nrpess_014875,Especial,Baixo Engajamento,5401.65,611.57,1,2,0.12
nrpess_014876,Varejo,Muito Engajado,3425.47,2834.24,22,4,0.781
nrpess_014877,Select,Moderado,30008.74,2375.89,12,5,0.559
nrpess_014878,Especial,Baixo Engajamento,4233.42,428.04,2,4,0.221
nrpess_014879,Varejo,Baixo Engajamento,1896.74,685.9,2,1,0.107
nrpess_014880,Select,Muito Engajado,9592.25,4362.89,14,8,0.779
nrpess_014881,Varejo,Moderado,1741.56,1944.75,6,0,0.199
nrpess_014882,Especial,Muito Engajado,3486.21,3044.79,13,4,0.561
nrpess_014883,Varejo,Moderado,680.1,1809.04,8,2,0.325
nrpess_014884,Varejo,Moderado,2353.25,2788.28,8,5,0.47
nrpess_014885,Select,Moderado,38471.52,1507.47,5,2,0.243
nrpess_014886,Varejo,Moderado,925.4,1405.18,3,1,0.15
nrpess_014887,Varejo,Muito Engajado,2190.5,2891.0,23,5,0.847
nrpess_014888,Select,Muito Engajado,32564.94,4004.46,19,6,0.815
nrpess_014889,Select,Muito Engajado,21695.96,4287.15,19,8,0.902
nrpess_014890,Especial,Baixo Engajamento,7278.42,674.05,2,1,0.107
nrpess_014891,Varejo,Muito Engajado,2218.75,3693.69,24,4,0.852
nrpess_014892,Varejo,Moderado,2356.73,1556.77,9,5,0.464
nrpess_014893,Especial,Baixo Engajamento,11284.07,680.83,0,0,0.05
nrpess_014894,Varejo,Moderado,931.61,1768.85,9,2,0.349
nrpess_014895,Varejo,Moderado,740.17,1927.3,10,1,0.338
nrpess_014896,Especial,Moderado,8091.05,1450.98,10,3,0.406
nrpess_014897,Varejo,Moderado,1581.87,2188.43,6,3,0.325
nrpess_014898,Varejo,Moderado,1516.4,2411.58,6,6,0.45
nrpess_014899,Varejo,Baixo Engajamento,2277.71,858.53,1,0,0.05
nrpess_014900,Varejo,Baixo Engajamento,1550.59,826.07,3,1,0.136
nrpess_014901,Varejo,Moderado,2567.68,1377.8,9,4,0.419
